año,eleccion_tipo,padron_tipo,distrito_nombre,cargo_nombre,agrupacion_nombre,votos_cantidad,fuerza
2015,PASO,NORMAL,Tierra Del Fuego,Diputado Nacional,FRENTE RENOVADOR AUTENTICO,12046,OTROS
2015,PASO,NORMAL,Tierra Del Fuego,Presidente,ALIANZA FRENTE PARA LA VICTORIA,41144,PERON
2015,PASO,NORMAL,Tierra Del Fuego,Presidente,ALIANZA CAMBIEMOS,19521,PRO
2015,PASO,NORMAL,Tierra Del Fuego,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),17986,MASSA
2015,PASO,NORMAL,Tucumán,Diputado Nacional,ALIANZA FRENTE PARA LA VICTORIA,436428,PERON
2015,PASO,NORMAL,Tucumán,Diputado Nacional,ALIANZA FRENTE CAMBIEMOS,200658,PRO
2015,PASO,NORMAL,Tucumán,Diputado Nacional,PARTIDO MOVIMIENTO DE PARTICIPACION CIUDADANA,57982,OTROS
2015,PASO,NORMAL,Tucumán,Presidente,ALIANZA FRENTE PARA LA VICTORIA,493625,PERON
2015,PASO,NORMAL,Tucumán,Presidente,ALIANZA CAMBIEMOS,173943,PRO
2015,PASO,NORMAL,Tucumán,Presidente,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),140451,MASSA
2017,GENERAL,NORMAL,Buenos Aires,Diputado Nacional,CAMBIEMOS BUENOS AIRES,3896150,PRO
2017,GENERAL,NORMAL,Buenos Aires,Diputado Nacional,UNIDAD CIUDADANA,3348210,PERON
2017,GENERAL,NORMAL,Buenos Aires,Diputado Nacional,1PAIS,1019090,MASSA
2017,GENERAL,NORMAL,Catamarca,Diputado Nacional,FRENTE JUSTICIALISTA PARA LA VICTORIA,94893,PERON
2017,GENERAL,NORMAL,Catamarca,Diputado Nacional,FRENTE CIVICO Y SOCIAL - CAMBIEMOS,82944,PRO
2017,GENERAL,NORMAL,Catamarca,Diputado Nacional,FRENTE DE UNIDAD CIUDADANA,11866,OTROS
2017,GENERAL,NORMAL,Chaco,Diputado Nacional,CAMBIEMOS,269616,PRO
2017,GENERAL,NORMAL,Chaco,Diputado Nacional,UNIDAD CIUDADANA,69332,PERON
2017,GENERAL,NORMAL,Chaco,Diputado Nacional,FRENTE CHACO MERECE MAS,255755,PERON
2017,GENERAL,NORMAL,Chubut,Diputado Nacional,FRENTE PARA LA VICTORIA,72198,PERON
2017,GENERAL,NORMAL,Chubut,Diputado Nacional,FRENTE CHUBUT PARA TODOS,100326,PERON
2017,GENERAL,NORMAL,Chubut,Diputado Nacional,CAMBIEMOS CHUBUT,94031,PRO
2017,GENERAL,NORMAL,Ciudad Autónoma De Buenos Aires,Diputado Nacional,VAMOS JUNTOS,974886,PRO
2017,GENERAL,NORMAL,Ciudad Autónoma De Buenos Aires,Diputado Nacional,UNIDAD PORTEÑA,416225,PERON
2017,GENERAL,NORMAL,Ciudad Autónoma De Buenos Aires,Diputado Nacional,EVOLUCION,236008,OTROS
2017,GENERAL,NORMAL,Corrientes,Diputado Nacional,ENCUENTRO POR CORRIENTES - ECO + CAMBIEMOS,316004,PRO
2017,GENERAL,NORMAL,Corrientes,Diputado Nacional,JUNTOS PODEMOS MAS,146239,PRO
2017,GENERAL,NORMAL,Corrientes,Diputado Nacional,FRENTE RENOVADOR - 1PAIS,85147,MASSA
2017,GENERAL,NORMAL,Córdoba,Diputado Nacional,CAMBIEMOS,988363,PRO
2017,GENERAL,NORMAL,Córdoba,Diputado Nacional,UNION POR CORDOBA,622321,PROVINCIAL
2017,GENERAL,NORMAL,Córdoba,Diputado Nacional,FRENTE CORDOBA CIUDADANA,198206,OTROS
2017,GENERAL,NORMAL,Entre Ríos,Diputado Nacional,CAMBIEMOS,436133,PRO
2017,GENERAL,NORMAL,Entre Ríos,Diputado Nacional,FRENTE JUSTICIALISTA SOMOS ENTRE RIOS,312738,PERON
2017,GENERAL,NORMAL,Entre Ríos,Diputado Nacional,NUEVA IZQUIERDA,39122,IZQUIERDA
2017,GENERAL,NORMAL,Formosa,Diputado Nacional,FRENTE DE LA VICTORIA,195920,PERON
2017,GENERAL,NORMAL,Formosa,Diputado Nacional,FRENTE AMPLIO FORMOSEÑO CAMBIEMOS,114654,PRO
2017,GENERAL,NORMAL,Formosa,Diputado Nacional,OBRERO,3739,OTROS
2017,GENERAL,NORMAL,Jujuy,Diputado Nacional,FRENTE JUSTICIALISTA,63814,PERON
2017,GENERAL,NORMAL,Jujuy,Diputado Nacional,FRENTE JUJEÑO CAMBIEMOS,167543,PRO
2017,GENERAL,NORMAL,Jujuy,Diputado Nacional,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,59350,IZQUIERDA
2017,GENERAL,NORMAL,La Pampa,Diputado Nacional,JUSTICIALISTA,96097,PERON
2017,GENERAL,NORMAL,La Pampa,Diputado Nacional,FRENTE CAMBIEMOS LA PAMPA,95499,PRO
2017,GENERAL,NORMAL,La Pampa,Diputado Nacional,FRENTE PROGRESISTA PAMPEANO,7209,OTROS
2017,GENERAL,NORMAL,La Rioja,Diputado Nacional,CAMBIEMOS - FUERZA CIVICA RIOJANA,84539,PRO
2017,GENERAL,NORMAL,La Rioja,Diputado Nacional,FRENTE JUSTICIALISTA RIOJANO,83385,PERON
2017,GENERAL,NORMAL,La Rioja,Diputado Nacional,UNA RIOJA,8988,OTROS
2017,GENERAL,NORMAL,Mendoza,Diputado Nacional,CAMBIEMOS,487742,PRO
2017,GENERAL,NORMAL,Mendoza,Diputado Nacional,SOMOS MENDOZA,271181,PERON
2017,GENERAL,NORMAL,Mendoza,Diputado Nacional,INTRANSIGENTE,183823,OTROS
2017,GENERAL,NORMAL,Misiones,Diputado Nacional,FRENTE RENOVADOR DE LA CONCORDIA,266148,PROVINCIAL
2017,GENERAL,NORMAL,Misiones,Diputado Nacional,FRENTE CAMBIEMOS,209906,PRO
2017,GENERAL,NORMAL,Misiones,Diputado Nacional,AGRARIO Y SOCIAL,78782,OTROS
2017,GENERAL,NORMAL,Neuquén,Diputado Nacional,CAMBIEMOS,105938,PRO
2017,GENERAL,NORMAL,Neuquén,Diputado Nacional,MOVIMIENTO POPULAR NEUQUINO,80732,PROVINCIAL
2017,GENERAL,NORMAL,Neuquén,Diputado Nacional,UNIDAD CIUDADANA PARA LA VICTORIA,72777,PERON
2017,GENERAL,NORMAL,Río Negro,Diputado Nacional,FRENTE PARA LA VICTORIA,189092,PERON
2017,GENERAL,NORMAL,Río Negro,Diputado Nacional,CAMBIEMOS RIO NEGRO,122460,PRO
2017,GENERAL,NORMAL,Río Negro,Diputado Nacional,COALICION CIVICA - ARI,42883,OTROS
2017,GENERAL,NORMAL,Salta,Diputado Nacional,FRENTE UNIDAD Y RENOVACION,162940,OTROS
2017,GENERAL,NORMAL,Salta,Diputado Nacional,CAMBIEMOS PAIS,208889,PRO
2017,GENERAL,NORMAL,Salta,Diputado Nacional,FRENTE CIUDADANO PARA LA VICTORIA,152774,PERON
2017,GENERAL,NORMAL,San Juan,Diputado Nacional,FRENTE TODOS,224096,PERON
2017,GENERAL,NORMAL,San Juan,Diputado Nacional,CAMBIEMOS SAN JUAN,131641,PRO
2017,GENERAL,NORMAL,San Juan,Diputado Nacional,1 PAIS SOMOS SAN JUAN,20201,OTROS
2017,GENERAL,NORMAL,San Luis,Diputado Nacional,FRENTE UNIDAD JUSTICIALISTA SAN LUIS,156998,PERON
2017,GENERAL,NORMAL,San Luis,Diputado Nacional,AVANZAR Y CAMBIEMOS POR SAN LUIS,122918,PRO
2017,GENERAL,NORMAL,San Luis,Diputado Nacional,DE TRABAJADORES POR EL SOCIALISMO,5547,OTROS
2017,GENERAL,NORMAL,Santa Cruz,Diputado Nacional,FRENTE PARA LA VICTORIA,52665,PERON
2017,GENERAL,NORMAL,Santa Cruz,Diputado Nacional,UNION PARA VIVIR MEJOR - CAMBIEMOS,72446,PRO
2017,GENERAL,NORMAL,Santa Cruz,Diputado Nacional,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES - PARTIDO OBRERO + IZQUIERDA POR UNA OPCION SOCIALISTA,16099,OTROS
2017,GENERAL,NORMAL,Santa Fe,Diputado Nacional,CAMBIEMOS,737912,PRO
2017,GENERAL,NORMAL,Santa Fe,Diputado Nacional,FRENTE PROGRESISTA CIVICO Y SOCIAL,285788,PROVINCIAL
2017,GENERAL,NORMAL,Santa Fe,Diputado Nacional,FRENTE JUSTICIALISTA,505033,PERON
2017,GENERAL,NORMAL,Santiago Del Estero,Diputado Nacional,CAMBIEMOS,94088,PRO
2017,GENERAL,NORMAL,Santiago Del Estero,Diputado Nacional,FRENTE CIVICO POR SANTIAGO,372323,PROVINCIAL
2017,GENERAL,NORMAL,Santiago Del Estero,Diputado Nacional,FRENTE RENOVADOR 1PAIS,50150,MASSA
2017,GENERAL,NORMAL,Tierra Del Fuego,Diputado Nacional,FRENTE CIUDADANO Y SOCIAL,27771,OTROS
2017,GENERAL,NORMAL,Tierra Del Fuego,Diputado Nacional,CAMBIEMOS TIERRA DEL FUEGO,27530,PRO
2017,GENERAL,NORMAL,Tierra Del Fuego,Diputado Nacional,FRENTE TIERRA DE UNION,21504,OTROS
2017,GENERAL,NORMAL,Tucumán,Diputado Nacional,FRENTE JUSTICIALISTA POR TUCUMAN,459257,PERON
2017,GENERAL,NORMAL,Tucumán,Diputado Nacional,CAMBIEMOS PARA EL BICENTENARIO,319221,PRO
2017,GENERAL,NORMAL,Tucumán,Diputado Nacional,FUERZA REPUBLICANA,154930,OTROS
2017,PASO,NORMAL,Buenos Aires,Diputado Nacional,CAMBIEMOS BUENOS AIRES,3115837,PRO
2017,PASO,NORMAL,Buenos Aires,Diputado Nacional,UNIDAD CIUDADANA,2928610,PERON
2017,PASO,NORMAL,Buenos Aires,Diputado Nacional,1PAIS,1334438,MASSA
2017,PASO,NORMAL,Catamarca,Diputado Nacional,FRENTE JUSTICIALISTA PARA LA VICTORIA,85729,PERON
2017,PASO,NORMAL,Catamarca,Diputado Nacional,FRENTE CIVICO Y SOCIAL - CAMBIEMOS,66788,PRO
2017,PASO,NORMAL,Catamarca,Diputado Nacional,FRENTE DE UNIDAD CIUDADANA,7367,OTROS
2017,PASO,NORMAL,Chaco,Diputado Nacional,CAMBIEMOS,225754,PRO
2017,PASO,NORMAL,Chaco,Diputado Nacional,UNIDAD CIUDADANA,43451,PERON
2017,PASO,NORMAL,Chaco,Diputado Nacional,FRENTE CHACO MERECE MAS,265106,PERON
2017,PASO,NORMAL,Chubut,Diputado Nacional,FRENTE PARA LA VICTORIA,95984,PERON
2017,PASO,NORMAL,Chubut,Diputado Nacional,FRENTE CHUBUT PARA TODOS,78463,PERON
2017,PASO,NORMAL,Chubut,Diputado Nacional,CAMBIEMOS CHUBUT,75003,PRO
2017,PASO,NORMAL,Ciudad Autónoma De Buenos Aires,Diputado Nacional,VAMOS JUNTOS,936704,PRO
2017,PASO,NORMAL,Ciudad Autónoma De Buenos Aires,Diputado Nacional,UNIDAD PORTEÑA,392083,PERON
2017,PASO,NORMAL,Ciudad Autónoma De Buenos Aires,Diputado Nacional,EVOLUCION,246780,OTROS
2017,PASO,NORMAL,Corrientes,Diputado Nacional,ENCUENTRO POR CORRIENTES - ECO + CAMBIEMOS,266826,PRO
2017,PASO,NORMAL,Corrientes,Diputado Nacional,JUNTOS PODEMOS MAS,203553,PRO
2017,PASO,NORMAL,Corrientes,Diputado Nacional,FRENTE RENOVADOR - 1PAIS,67588,MASSA
2017,PASO,NORMAL,Córdoba,Diputado Nacional,CAMBIEMOS,854147,PRO
2017,PASO,NORMAL,Córdoba,Diputado Nacional,UNION POR CORDOBA,547880,PROVINCIAL
2017,PASO,NORMAL,Córdoba,Diputado Nacional,FRENTE CORDOBA CIUDADANA,189710,OTROS
2017,PASO,NORMAL,Entre Ríos,Diputado Nacional,CAMBIEMOS,364376,PRO
2017,PASO,NORMAL,Entre Ríos,Diputado Nacional,FRENTE JUSTICIALISTA SOMOS ENTRE RIOS,321153,PERON
2017,PASO,NORMAL,Entre Ríos,Diputado Nacional,NUEVA IZQUIERDA,29882,IZQUIERDA
2017,PASO,NORMAL,Formosa,Diputado Nacional,FRENTE DE LA VICTORIA,173296,PERON
2017,PASO,NORMAL,Formosa,Diputado Nacional,FRENTE AMPLIO FORMOSEÑO CAMBIEMOS,108057,PRO
2017,PASO,NORMAL,Formosa,Diputado Nacional,OBRERO,7101,OTROS
2017,PASO,NORMAL,Jujuy,Diputado Nacional,FRENTE JUSTICIALISTA,111888,PERON
2017,PASO,NORMAL,Jujuy,Diputado Nacional,FRENTE JUJEÑO CAMBIEMOS,134342,PRO
2017,PASO,NORMAL,Jujuy,Diputado Nacional,FRENTE RENOVADOR 1PAIS,48540,MASSA
2017,PASO,NORMAL,La Pampa,Diputado Nacional,JUSTICIALISTA,74389,PERON
2017,PASO,NORMAL,La Pampa,Diputado Nacional,FRENTE CAMBIEMOS LA PAMPA,95068,PRO
2017,PASO,NORMAL,La Pampa,Diputado Nacional,FRENTE PROGRESISTA PAMPEANO,8583,OTROS
2017,PASO,NORMAL,La Rioja,Diputado Nacional,CAMBIEMOS - FUERZA CIVICA RIOJANA,57292,PRO
2017,PASO,NORMAL,La Rioja,Diputado Nacional,FRENTE JUSTICIALISTA RIOJANO,76953,PERON
2017,PASO,NORMAL,La Rioja,Diputado Nacional,MOVIMIENTO NORTE GRANDE,11905,OTROS
2017,PASO,NORMAL,Mendoza,Diputado Nacional,CAMBIEMOS,433351,PRO
2017,PASO,NORMAL,Mendoza,Diputado Nacional,FRENTE SOMOS MENDOZA,351552,PERON
2017,PASO,NORMAL,Mendoza,Diputado Nacional,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,92673,IZQUIERDA
2017,PASO,NORMAL,Misiones,Diputado Nacional,FRENTE RENOVADOR DE LA CONCORDIA,257384,PROVINCIAL
2017,PASO,NORMAL,Misiones,Diputado Nacional,FRENTE CAMBIEMOS,182401,PRO
2017,PASO,NORMAL,Misiones,Diputado Nacional,AGRARIO Y SOCIAL,71096,OTROS
2017,PASO,NORMAL,Neuquén,Diputado Nacional,CAMBIEMOS,89663,PRO
2017,PASO,NORMAL,Neuquén,Diputado Nacional,MOVIMIENTO POPULAR NEUQUINO,81409,PROVINCIAL
2017,PASO,NORMAL,Neuquén,Diputado Nacional,FRENTE NEUQUINO,64393,OTROS
2017,PASO,NORMAL,Río Negro,Diputado Nacional,FRENTE PARA LA VICTORIA,149163,PERON
2017,PASO,NORMAL,Río Negro,Diputado Nacional,JUNTOS SOMOS RIO NEGRO,66279,PROVINCIAL
2017,PASO,NORMAL,Río Negro,Diputado Nacional,CAMBIEMOS RIO NEGRO,70426,PRO
2017,PASO,NORMAL,Salta,Diputado Nacional,FRENTE UNIDAD Y RENOVACION,238284,OTROS
2017,PASO,NORMAL,Salta,Diputado Nacional,CAMBIEMOS PAIS,151955,PRO
2017,PASO,NORMAL,Salta,Diputado Nacional,FRENTE CIUDADANO PARA LA VICTORIA,109026,PERON
2017,PASO,NORMAL,San Juan,Diputado Nacional,FRENTE TODOS,197538,PERON
2017,PASO,NORMAL,San Juan,Diputado Nacional,CAMBIEMOS POR SAN JUAN,121088,PRO
2017,PASO,NORMAL,San Juan,Diputado Nacional,1 PAIS - SOMOS SAN JUAN,26365,OTROS
2017,PASO,NORMAL,San Luis,Diputado Nacional,FRENTE UNIDAD JUSTICIALISTA SAN LUIS,102570,PERON
2017,PASO,NORMAL,San Luis,Diputado Nacional,AVANZAR Y CAMBIEMOS POR SAN LUIS,150918,PRO
2017,PASO,NORMAL,San Luis,Diputado Nacional,DE TRABAJADORES POR EL SOCIALISMO,5836,OTROS
2017,PASO,NORMAL,Santa Cruz,Diputado Nacional,FRENTE PARA LA VICTORIA,47259,PERON
2017,PASO,NORMAL,Santa Cruz,Diputado Nacional,UNION PARA VIVIR MEJOR - CAMBIEMOS,74532,PRO
2017,PASO,NORMAL,Santa Cruz,Diputado Nacional,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES - PARTIDO OBRERO + IZQUIERDA POR UNA OPCION SOCIALISTA,13404,OTROS
2017,PASO,NORMAL,Santa Fe,Diputado Nacional,CAMBIEMOS,490949,PRO
2017,PASO,NORMAL,Santa Fe,Diputado Nacional,FRENTE PROGRESISTA CIVICO Y SOCIAL,216270,PROVINCIAL
2017,PASO,NORMAL,Santa Fe,Diputado Nacional,FRENTE JUSTICIALISTA,503999,PERON
2017,PASO,NORMAL,Santiago Del Estero,Diputado Nacional,CAMBIEMOS,86513,PRO
2017,PASO,NORMAL,Santiago Del Estero,Diputado Nacional,FRENTE CIVICO POR SANTIAGO,354924,PROVINCIAL
2017,PASO,NORMAL,Santiago Del Estero,Diputado Nacional,FRENTE RENOVADOR 1PAIS,58618,MASSA
2017,PASO,NORMAL,Tierra Del Fuego,Diputado Nacional,FRENTE CIUDADANO Y SOCIAL,19118,OTROS
2017,PASO,NORMAL,Tierra Del Fuego,Diputado Nacional,CAMBIEMOS TIERRA DEL FUEGO,17535,PRO
2017,PASO,NORMAL,Tierra Del Fuego,Diputado Nacional,FRENTE TIERRA DE UNION,16140,OTROS
2017,PASO,NORMAL,Tucumán,Diputado Nacional,FRENTE JUSTICIALISTA POR TUCUMAN,484715,PERON
2017,PASO,NORMAL,Tucumán,Diputado Nacional,CAMBIEMOS PARA EL BICENTENARIO,285589,PRO
2017,PASO,NORMAL,Tucumán,Diputado Nacional,FUERZA REPUBLICANA,88038,OTROS
2019,GENERAL,NORMAL,Buenos Aires,Diputado Nacional,FRENTE DE TODOS,4868198,PERON
2019,GENERAL,NORMAL,Buenos Aires,Diputado Nacional,JUNTOS POR EL CAMBIO,3502550,PRO
2019,GENERAL,NORMAL,Buenos Aires,Diputado Nacional,CONSENSO FEDERAL,556994,OTROS
2019,GENERAL,NORMAL,Buenos Aires,Presidente,FRENTE DE TODOS,5032267,PERON
2019,GENERAL,NORMAL,Buenos Aires,Presidente,JUNTOS POR EL CAMBIO,3468667,PRO
2019,GENERAL,NORMAL,Buenos Aires,Presidente,CONSENSO FEDERAL,610009,OTROS
2019,GENERAL,NORMAL,Catamarca,Diputado Nacional,FRENTE DE TODOS,125205,PERON
2019,GENERAL,NORMAL,Catamarca,Diputado Nacional,JUNTOS POR EL CAMBIO,69355,PRO
2019,GENERAL,NORMAL,Catamarca,Diputado Nacional,CONSENSO FEDERAL,9854,OTROS
2019,GENERAL,NORMAL,Catamarca,Presidente,FRENTE DE TODOS,124436,PERON
2019,GENERAL,NORMAL,Catamarca,Presidente,JUNTOS POR EL CAMBIO,74654,PRO
2019,GENERAL,NORMAL,Catamarca,Presidente,CONSENSO FEDERAL,12392,OTROS
2019,GENERAL,NORMAL,Chaco,Diputado Nacional,FRENTE DE TODOS,390945,PERON
2019,GENERAL,NORMAL,Chaco,Diputado Nacional,JUNTOS POR EL CAMBIO,251763,PRO
2019,GENERAL,NORMAL,Chaco,Diputado Nacional,CONSENSO FEDERAL,26476,OTROS
2019,GENERAL,NORMAL,Chaco,Presidente,FRENTE DE TODOS,399263,PERON
2019,GENERAL,NORMAL,Chaco,Presidente,JUNTOS POR EL CAMBIO,255219,PRO
2019,GENERAL,NORMAL,Chaco,Presidente,CONSENSO FEDERAL,27198,OTROS
2019,GENERAL,NORMAL,Chubut,Diputado Nacional,FRENTE DE TODOS,153550,PERON
2019,GENERAL,NORMAL,Chubut,Diputado Nacional,JUNTOS POR EL CAMBIO CHUBUT,93255,PRO
2019,GENERAL,NORMAL,Chubut,Diputado Nacional,MOVIMIENTO POLO SOCIAL CHUBUT,21727,OTROS
2019,GENERAL,NORMAL,Chubut,Presidente,FRENTE DE TODOS,167164,PERON
2019,GENERAL,NORMAL,Chubut,Presidente,JUNTOS POR EL CAMBIO,94685,PRO
2019,GENERAL,NORMAL,Chubut,Presidente,CONSENSO FEDERAL,24326,OTROS
2019,GENERAL,NORMAL,Ciudad Autónoma De Buenos Aires,Diputado Nacional,FRENTE DE TODOS,630778,PERON
2019,GENERAL,NORMAL,Ciudad Autónoma De Buenos Aires,Diputado Nacional,JUNTOS POR EL CAMBIO,1034764,PRO
2019,GENERAL,NORMAL,Ciudad Autónoma De Buenos Aires,Diputado Nacional,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,119936,IZQUIERDA
2019,GENERAL,NORMAL,Ciudad Autónoma De Buenos Aires,Presidente,FRENTE DE TODOS,707158,PERON
2019,GENERAL,NORMAL,Ciudad Autónoma De Buenos Aires,Presidente,JUNTOS POR EL CAMBIO,1039750,PRO
2019,GENERAL,NORMAL,Ciudad Autónoma De Buenos Aires,Presidente,CONSENSO FEDERAL,128795,OTROS
2019,GENERAL,NORMAL,Corrientes,Diputado Nacional,FRENTE DE TODOS,285765,PERON
2019,GENERAL,NORMAL,Corrientes,Diputado Nacional,CONSENSO FEDERAL,17451,OTROS
2019,GENERAL,NORMAL,Corrientes,Diputado Nacional,ENCUENTRO POR CORRIENTES - ECO + JUNTOS POR EL CAMBIO,250578,PRO
2019,GENERAL,NORMAL,Corrientes,Presidente,FRENTE DE TODOS,301275,PERON
2019,GENERAL,NORMAL,Corrientes,Presidente,JUNTOS POR EL CAMBIO,250610,PRO
2019,GENERAL,NORMAL,Corrientes,Presidente,CONSENSO FEDERAL,18798,OTROS
2019,GENERAL,NORMAL,Córdoba,Diputado Nacional,FRENTE DE TODOS,489735,PERON
2019,GENERAL,NORMAL,Córdoba,Diputado Nacional,JUNTOS POR EL CAMBIO,1126640,PRO
2019,GENERAL,NORMAL,Córdoba,Diputado Nacional,HACEMOS POR CORDOBA,372293,PROVINCIAL
2019,GENERAL,NORMAL,Córdoba,Presidente,FRENTE DE TODOS,658434,PERON
2019,GENERAL,NORMAL,Córdoba,Presidente,JUNTOS POR EL CAMBIO,1378834,PRO
2019,GENERAL,NORMAL,Córdoba,Presidente,CONSENSO FEDERAL,112722,OTROS
2019,GENERAL,NORMAL,Entre Ríos,Diputado Nacional,FRENTE DE TODOS,373949,PERON
2019,GENERAL,NORMAL,Entre Ríos,Diputado Nacional,JUNTOS POR EL CAMBIO,378859,PRO
2019,GENERAL,NORMAL,Entre Ríos,Diputado Nacional,PARTIDO SOCIALISTA,55707,SOCIALISTA
2019,GENERAL,NORMAL,Entre Ríos,Presidente,FRENTE DE TODOS,383961,PERON
2019,GENERAL,NORMAL,Entre Ríos,Presidente,JUNTOS POR EL CAMBIO,385486,PRO
2019,GENERAL,NORMAL,Entre Ríos,Presidente,CONSENSO FEDERAL,54112,OTROS
2019,GENERAL,NORMAL,Formosa,Diputado Nacional,FRENTE DE TODOS,219419,PERON
2019,GENERAL,NORMAL,Formosa,Diputado Nacional,CONSENSO FEDERAL,11709,OTROS
2019,GENERAL,NORMAL,Formosa,Diputado Nacional,FRENTE AMPLIO FORMOSEÑO JUNTOS POR EL CAMBIO,96110,PRO
2019,GENERAL,NORMAL,Formosa,Presidente,FRENTE DE TODOS,225025,PERON
2019,GENERAL,NORMAL,Formosa,Presidente,JUNTOS POR EL CAMBIO,98201,PRO
2019,GENERAL,NORMAL,Formosa,Presidente,CONSENSO FEDERAL,10883,OTROS
2019,GENERAL,NORMAL,Jujuy,Diputado Nacional,FRENTE DE TODOS,185142,PERON
2019,GENERAL,NORMAL,Jujuy,Diputado Nacional,JUNTOS POR EL CAMBIO,176331,PRO
2019,GENERAL,NORMAL,Jujuy,Diputado Nacional,CONSENSO FEDERAL,28327,OTROS
2019,GENERAL,NORMAL,Jujuy,Presidente,FRENTE DE TODOS,202220,PERON
2019,GENERAL,NORMAL,Jujuy,Presidente,JUNTOS POR EL CAMBIO,181937,PRO
2019,GENERAL,NORMAL,Jujuy,Presidente,CONSENSO FEDERAL,26303,OTROS
2019,GENERAL,NORMAL,La Pampa,Diputado Nacional,FRENTE DE TODOS,110136,PERON
2019,GENERAL,NORMAL,La Pampa,Diputado Nacional,JUNTOS POR EL CAMBIO,84146,PRO
2019,GENERAL,NORMAL,La Pampa,Diputado Nacional,PARTIDO SOCIALISTA,14142,SOCIALISTA
2019,GENERAL,NORMAL,La Pampa,Presidente,FRENTE DE TODOS,111461,PERON
2019,GENERAL,NORMAL,La Pampa,Presidente,JUNTOS POR EL CAMBIO,83918,PRO
2019,GENERAL,NORMAL,La Pampa,Presidente,CONSENSO FEDERAL,14690,OTROS
2019,GENERAL,NORMAL,La Rioja,Diputado Nacional,FRENTE DE TODOS,66981,PERON
2019,GENERAL,NORMAL,La Rioja,Diputado Nacional,COMPROMISO FEDERAL,2077,PROVINCIAL
2019,GENERAL,NORMAL,La Rioja,Diputado Nacional,JUNTOS POR LA RIOJA,56522,PRO
2019,GENERAL,NORMAL,La Rioja,Presidente,FRENTE DE TODOS,82526,PERON
2019,GENERAL,NORMAL,La Rioja,Presidente,JUNTOS POR EL CAMBIO,76831,PRO
2019,GENERAL,NORMAL,La Rioja,Presidente,CONSENSO FEDERAL,7500,OTROS
2019,GENERAL,NORMAL,Mendoza,Diputado Nacional,FRENTE DE TODOS,417016,PERON
2019,GENERAL,NORMAL,Mendoza,Diputado Nacional,CAMBIA MENDOZA,574247,PRO
2019,GENERAL,NORMAL,Mendoza,Diputado Nacional,PROTECTORA FUERZA POLÍTICA,73697,OTROS
2019,GENERAL,NORMAL,Mendoza,Presidente,FRENTE DE TODOS,429206,PERON
2019,GENERAL,NORMAL,Mendoza,Presidente,JUNTOS POR EL CAMBIO,567443,PRO
2019,GENERAL,NORMAL,Mendoza,Presidente,CONSENSO FEDERAL,75043,OTROS
2019,GENERAL,NORMAL,Misiones,Diputado Nacional,FRENTE DE TODOS,226889,PERON
2019,GENERAL,NORMAL,Misiones,Diputado Nacional,JUNTOS POR EL CAMBIO,217160,PRO
2019,GENERAL,NORMAL,Misiones,Diputado Nacional,FRENTE RENOVADOR DE LA CONCORDIA,185629,PROVINCIAL
2019,GENERAL,NORMAL,Misiones,Presidente,FRENTE DE TODOS,403864,PERON
2019,GENERAL,NORMAL,Misiones,Presidente,JUNTOS POR EL CAMBIO,238020,PRO
2019,GENERAL,NORMAL,Misiones,Presidente,CONSENSO FEDERAL,23575,OTROS
2019,GENERAL,NORMAL,Neuquén,Diputado Nacional,FRENTE DE TODOS,133090,PERON
2019,GENERAL,NORMAL,Neuquén,Diputado Nacional,JUNTOS POR EL CAMBIO,120007,PRO
2019,GENERAL,NORMAL,Neuquén,Diputado Nacional,MOVIMIENTO POPULAR NEUQUINO,75795,PROVINCIAL
2019,GENERAL,NORMAL,Neuquén,Presidente,FRENTE DE TODOS,188968,PERON
2019,GENERAL,NORMAL,Neuquén,Presidente,JUNTOS POR EL CAMBIO,148087,PRO
2019,GENERAL,NORMAL,Neuquén,Presidente,CONSENSO FEDERAL,24923,OTROS
2019,GENERAL,NORMAL,Río Negro,Diputado Nacional,FRENTE DE TODOS,164500,PERON
2019,GENERAL,NORMAL,Río Negro,Diputado Nacional,JUNTOS POR EL CAMBIO,68884,PRO
2019,GENERAL,NORMAL,Río Negro,Diputado Nacional,JUNTOS SOMOS RIO NEGRO,116331,PROVINCIAL
2019,GENERAL,NORMAL,Río Negro,Presidente,FRENTE DE TODOS,239979,PERON
2019,GENERAL,NORMAL,Río Negro,Presidente,JUNTOS POR EL CAMBIO,119639,PRO
2019,GENERAL,NORMAL,Río Negro,Presidente,CONSENSO FEDERAL,25832,OTROS
2019,GENERAL,NORMAL,Salta,Diputado Nacional,FRENTE DE TODOS,309963,PERON
2019,GENERAL,NORMAL,Salta,Diputado Nacional,JUNTOS POR EL CAMBIO,235481,PRO
2019,GENERAL,NORMAL,Salta,Diputado Nacional,UNIÓN POR SALTA,80774,OTROS
2019,GENERAL,NORMAL,Salta,Presidente,FRENTE DE TODOS,354661,PERON
