in1_prov,in1_dpto,eleccion_tag,cargo_tag,fuerza,votos_cantidad,votos_porcentaje
38,38028,GRAL11n,PR,NO POSITIVOS,1075,0.13022410660205935
38,38028,GRAL11n,PR,OTROS,165,0.019987886129618413
38,38028,GRAL11n,PR,PERON,4845,0.5869170199878861
38,38028,GRAL11n,PR,PROVINCIAL,164,0.019866747425802543
38,38028,GRAL11n,PR,SOCIALISTA,369,0.044700181708055724
38,38028,GRAL11n,PR,UCR,1544,0.187038158691702
38,38028,GRAL11n,SN,IZQUIERDA,89,0.011071028734917278
38,38028,GRAL11n,SN,NO POSITIVOS,1664,0.20699091926856575
38,38028,GRAL11n,SN,OTROS,607,0.07550690384376166
38,38028,GRAL11n,SN,PERON,3599,0.44769249906704817
38,38028,GRAL11n,SN,SOCIALISTA,128,0.015922378405274287
38,38028,GRAL11n,SN,UCR,1952,0.24281627068043288
38,38028,GRAL13n,DN,IZQUIERDA,291,0.031223175965665238
38,38028,GRAL13n,DN,NO POSITIVOS,1891,0.2028969957081545
38,38028,GRAL13n,DN,OTROS,4131,0.4432403433476395
38,38028,GRAL13n,DN,PERON,3007,0.3226394849785408
38,38028,GRAL15n,DN,IZQUIERDA,295,0.02761655120763902
38,38028,GRAL15n,DN,NO POSITIVOS,2873,0.2689571241340573
38,38028,GRAL15n,DN,PERON,3288,0.3078075266803969
38,38028,GRAL15n,DN,PRO,4226,0.3956187979779068
38,38028,GRAL15n,DP,IZQUIERDA,38,0.003509420022164758
38,38028,GRAL15n,DP,NO POSITIVOS,2679,0.24741411156261545
38,38028,GRAL15n,DP,OTROS,4053,0.37430735131141485
38,38028,GRAL15n,DP,PERON,1927,0.17796453638714443
38,38028,GRAL15n,DP,UCR,2131,0.19680458071666052
38,38028,GRAL15n,GB,IZQUIERDA,38,0.0034878384580082607
38,38028,GRAL15n,GB,NO POSITIVOS,1103,0.10123910050481873
38,38028,GRAL15n,GB,OTROS,665,0.06103717301514456
38,38028,GRAL15n,GB,PERON,3578,0.3284075263882515
38,38028,GRAL15n,GB,PRO,5511,0.505828361633777
38,38028,GRAL15n,MN,IZQUIERDA,226,0.021188824301518847
38,38028,GRAL15n,MN,MASSA,3557,0.3334895930995687
38,38028,GRAL15n,MN,NO POSITIVOS,3119,0.2924245265329083
38,38028,GRAL15n,MN,OTROS,87,0.008156759797487343
38,38028,GRAL15n,MN,PERON,2801,0.262610163135196
38,38028,GRAL15n,MN,PRO,810,0.0759422463903994
38,38028,GRAL15n,MN,PROVINCIAL,66,0.006187886742921433
38,38028,GRAL15n,MP,IZQUIERDA,203,0.018744228993536474
38,38028,GRAL15n,MP,NO POSITIVOS,2632,0.2430286241920591
38,38028,GRAL15n,MP,PERON,3209,0.2963065558633426
38,38028,GRAL15n,MP,PRO,4786,0.44192059095106184
38,38028,GRAL15n,PR,IZQUIERDA,170,0.01565954310980103
38,38028,GRAL15n,PR,MASSA,4553,0.4193994104642594
38,38028,GRAL15n,PR,NO POSITIVOS,811,0.07470523212969786
38,38028,GRAL15n,PR,OTROS,95,0.008750921149594694
38,38028,GRAL15n,PR,PERON,4209,0.3877118644067797
38,38028,GRAL15n,PR,PRO,958,0.08824613117170228
38,38028,GRAL15n,PR,PROVINCIAL,60,0.00552689756816507
38,38028,GRAL17c,DN,NO POSITIVOS,17,1.0
38,38028,GRAL17c,DP,NO POSITIVOS,17,1.0
38,38028,GRAL17c,SN,NO POSITIVOS,17,1.0
38,38028,GRAL17n,DN,IZQUIERDA,1492,0.15662397648540835
38,38028,GRAL17n,DN,MASSA,1197,0.12565609909720765
38,38028,GRAL17n,DN,NO POSITIVOS,1908,0.20029393239554902
38,38028,GRAL17n,DN,OTROS,266,0.027923577577157254
38,38028,GRAL17n,DN,PERON,1852,0.19441528448456855
38,38028,GRAL17n,DN,PRO,2811,0.29508712996010916
38,38028,GRAL17n,DP,IZQUIERDA,1624,0.08354339214980194
38,38028,GRAL17n,DP,MASSA,89,0.004578424816091363
38,38028,GRAL17n,DP,NO POSITIVOS,2857,0.1469725808940789
38,38028,GRAL17n,DP,OTROS,8612,0.44302690467616646
38,38028,GRAL17n,DP,PERON,3840,0.1975410257729307
38,38028,GRAL17n,DP,PRO,2359,0.12135397911415197
38,38028,GRAL17n,DP,PROVINCIAL,58,0.002983692576778641
38,38028,GRAL17n,SN,IZQUIERDA,1276,0.13386487620646245
38,38028,GRAL17n,SN,MASSA,1196,0.12547209399916073
38,38028,GRAL17n,SN,NO POSITIVOS,1701,0.17845153168275282
38,38028,GRAL17n,SN,OTROS,258,0.027066722618548048
38,38028,GRAL17n,SN,PERON,2122,0.22261854804867814
38,38028,GRAL17n,SN,PRO,2979,0.31252622744439784
38,38028,GRAL19n,DN,IZQUIERDA,763,0.06783428165007112
38,38028,GRAL19n,DN,NO POSITIVOS,1036,0.09210526315789473
38,38028,GRAL19n,DN,OTROS,753,0.0669452347083926
38,38028,GRAL19n,DN,PERON,5598,0.49768847795163584
38,38028,GRAL19n,DN,PRO,3098,0.27542674253200566
38,38028,GRAL19n,PR,IZQUIERDA,411,0.036455561468866415
38,38028,GRAL19n,PR,NO POSITIVOS,308,0.027319496185914494
38,38028,GRAL19n,PR,OTROS,1316,0.11672875643072557
38,38028,GRAL19n,PR,PERON,6343,0.5626219620365442
38,38028,GRAL19n,PR,PRO,2896,0.2568742238779493
38,38028,PASO11n,DN,IZQUIERDA,109,0.03262496258605208
38,38028,PASO11n,DN,NO POSITIVOS,550,0.16462137084705178
38,38028,PASO11n,DN,OTROS,1035,0.30978748877581563
38,38028,PASO11n,DN,PERON,1647,0.49296617779108054
38,38028,PASO11n,PR,IZQUIERDA,72,0.0242505894240485
38,38028,PASO11n,PR,NO POSITIVOS,194,0.06534186594813068
38,38028,PASO11n,PR,OTROS,258,0.0868979454361738
38,38028,PASO11n,PR,PERON,1768,0.5954866958571909
38,38028,PASO11n,PR,PROVINCIAL,90,0.030313236780060628
38,38028,PASO11n,PR,SOCIALISTA,88,0.02963960929605928
38,38028,PASO11n,PR,UCR,499,0.16807005725833615
38,38028,PASO11n,SN,IZQUIERDA,98,0.031289910600255426
38,38028,PASO11n,SN,NO POSITIVOS,390,0.12452107279693486
38,38028,PASO11n,SN,OTROS,1042,0.3326947637292465
38,38028,PASO11n,SN,PERON,1602,0.5114942528735632
38,38028,PASO13n,DN,NO POSITIVOS,1071,1.0
38,38028,PASO15n,DN,IZQUIERDA,444,0.04764971023824855
38,38028,PASO15n,DN,NO POSITIVOS,1186,0.12728053230306932
38,38028,PASO15n,DN,OTROS,194,0.020819918437432926
38,38028,PASO15n,DN,PERON,3531,0.3789439793947199
38,38028,PASO15n,DN,PRO,3963,0.4253058596265293
38,38028,PASO15n,MN,IZQUIERDA,433,0.04687669156652593
38,38028,PASO15n,MN,MASSA,2139,0.2315686911334849
38,38028,PASO15n,MN,NO POSITIVOS,1287,0.13933095160766482
38,38028,PASO15n,MN,OTROS,270,0.029230269568041572
38,38028,PASO15n,MN,PERON,3307,0.3580166720796796
38,38028,PASO15n,MN,PRO,1732,0.1875067662661037
38,38028,PASO15n,MN,PROVINCIAL,69,0.007469957778499512
38,38028,PASO15n,MP,IZQUIERDA,389,0.04194070080862534
38,38028,PASO15n,MP,NO POSITIVOS,1079,0.11633423180592992
38,38028,PASO15n,MP,OTROS,187,0.020161725067385446
38,38028,PASO15n,MP,PERON,3367,0.3630188679245283
38,38028,PASO15n,MP,PRO,4253,0.458544474393531
38,38028,PASO15n,PR,IZQUIERDA,390,0.04004929143561306
38,38028,PASO15n,PR,MASSA,2497,0.2564181556787841
38,38028,PASO15n,PR,NO POSITIVOS,490,0.05031834052166769
38,38028,PASO15n,PR,OTROS,258,0.02649414664202095
38,38028,PASO15n,PR,PERON,4294,0.4409529677551859
38,38028,PASO15n,PR,PRO,1735,0.17816800164304786
38,38028,PASO15n,PR,PROVINCIAL,74,0.007599096323680428
38,38028,PASO17c,DN,NO POSITIVOS,0,
38,38028,PASO17n,DN,IZQUIERDA,966,0.10067743616466909
38,38028,PASO17n,DN,MASSA,1691,0.17623762376237623
38,38028,PASO17n,DN,NO POSITIVOS,708,0.07378843147472643
38,38028,PASO17n,DN,OTROS,679,0.07076602397081813
38,38028,PASO17n,DN,PERON,3074,0.3203751954142783
38,38028,PASO17n,DN,PRO,2327,0.24252214695153726
38,38028,PASO17n,DN,PROVINCIAL,150,0.015633142261594582
38,38028,PASO17n,SN,IZQUIERDA,870,0.09076682316118936
38,38028,PASO17n,SN,MASSA,1750,0.1825769431403234
38,38028,PASO17n,SN,NO POSITIVOS,585,0.06103286384976526
38,38028,PASO17n,SN,OTROS,676,0.07052686489306208
38,38028,PASO17n,SN,PERON,3136,0.32717788210745957
38,38028,PASO17n,SN,PRO,2413,0.25174752217005736
38,38028,PASO17n,SN,PROVINCIAL,155,0.01617110067814293
38,38028,PASO19c,DN,NO POSITIVOS,124,1.0
38,38028,PASO19c,PR,NO POSITIVOS,127,1.0
38,38028,PASO19n,DN,IZQUIERDA,643,0.07672115499343754
38,38028,PASO19n,DN,NO POSITIVOS,1157,0.13805035198663643
38,38028,PASO19n,DN,OTROS,745,0.08889154038897507
38,38028,PASO19n,DN,PERON,4472,0.5335878773416061
38,38028,PASO19n,DN,PRO,1364,0.16274907528934496
38,38028,PASO19n,PR,IZQUIERDA,454,0.05374689238783
38,38028,PASO19n,PR,NO POSITIVOS,492,0.05824553095773648
38,38028,PASO19n,PR,OTROS,1451,0.17177696223511305
38,38028,PASO19n,PR,PERON,4685,0.5546347815792589
38,38028,PASO19n,PR,PRO,1365,0.16159583284006157
38,38028,PASO21c,DN,NO POSITIVOS,0,
38,38028,PASO21n,DN,IZQUIERDA,2830,0.3094925634295713
38,38028,PASO21n,DN,NO POSITIVOS,519,0.056758530183727035
38,38028,PASO21n,DN,PERON,2877,0.31463254593175854
38,38028,PASO21n,DN,PRO,2918,0.3191163604549431
38,38035,BLTG15n,PR,NO POSITIVOS,761,0.01582844544282208
38,38035,BLTG15n,PR,PERON,24734,0.5144556761928533
38,38035,BLTG15n,PR,PRO,22583,0.46971587836432466
38,38035,GRAL11n,DN,IZQUIERDA,543,0.015541372105669882
38,38035,GRAL11n,DN,NO POSITIVOS,7476,0.21397292423938866
38,38035,GRAL11n,DN,OTROS,1685,0.04822690975700507
38,38035,GRAL11n,DN,PERON,18620,0.5329288187984773
38,38035,GRAL11n,DN,SOCIALISTA,460,0.01316580325710524
38,38035,GRAL11n,DN,UCR,6155,0.1761641718423538
38,38035,GRAL11n,DP,IZQUIERDA,599,0.01752640664774556
38,38035,GRAL11n,DP,NO POSITIVOS,7956,0.23278813236972232
38,38035,GRAL11n,DP,OTROS,2337,0.06837931942534453
38,38035,GRAL11n,DP,PERON,17185,0.5028235362963397
38,38035,GRAL11n,DP,SOCIALISTA,352,0.010299324106855488
38,38035,GRAL11n,DP,UCR,5748,0.16818328115399245
38,38035,GRAL11n,GB,IZQUIERDA,558,0.01539820078370771
38,38035,GRAL11n,GB,NO POSITIVOS,5325,0.1469451956509741
38,38035,GRAL11n,GB,OTROS,1606,0.04431811910149567
38,38035,GRAL11n,GB,PERON,21819,0.602102765053259
38,38035,GRAL11n,GB,SOCIALISTA,316,0.008720128042386446
38,38035,GRAL11n,GB,UCR,6614,0.18251559136817705
38,38035,GRAL11n,PR,IZQUIERDA,538,0.014115548092564411
38,38035,GRAL11n,PR,NO POSITIVOS,2827,0.07417222018156058
38,38035,GRAL11n,PR,OTROS,597,0.015663535708663485
38,38035,GRAL11n,PR,PERON,26678,0.6999527732591698
38,38035,GRAL11n,PR,PROVINCIAL,1029,0.02699795350789736
38,38035,GRAL11n,PR,SOCIALISTA,1585,0.041585769008763186
38,38035,GRAL11n,PR,UCR,4860,0.12751220024138113
38,38035,GRAL11n,SN,IZQUIERDA,563,0.015465758316622256
38,38035,GRAL11n,SN,NO POSITIVOS,6021,0.16539845617119467
38,38035,GRAL11n,SN,OTROS,1804,0.049556355245446805
38,38035,GRAL11n,SN,PERON,20155,0.5536631596297008
38,38035,GRAL11n,SN,SOCIALISTA,466,0.012801142762959097
38,38035,GRAL11n,SN,UCR,7394,0.20311512787407632
38,38035,GRAL13n,DN,IZQUIERDA,2988,0.07354171794240709
38,38035,GRAL13n,DN,NO POSITIVOS,4818,0.11858232832882107
38,38035,GRAL13n,DN,OTROS,14640,0.36032488309131183
38,38035,GRAL13n,DN,PERON,18184,0.44755107063746
38,38035,GRAL15n,DN,IZQUIERDA,903,0.021795800144822592
38,38035,GRAL15n,DN,NO POSITIVOS,7160,0.17282162684045377
38,38035,GRAL15n,DN,PERON,14854,0.35853246439777936
38,38035,GRAL15n,DN,PRO,18513,0.44685010861694424
38,38035,GRAL15n,DP,IZQUIERDA,80,0.0019391588898315356
38,38035,GRAL15n,DP,NO POSITIVOS,6508,0.1577505756877954
38,38035,GRAL15n,DP,OTROS,13238,0.3208823172948734
38,38035,GRAL15n,DP,PERON,11454,0.27763907405163013
38,38035,GRAL15n,DP,UCR,9975,0.2417888740758696
38,38035,GRAL15n,GB,IZQUIERDA,65,0.001559912644891886
38,38035,GRAL15n,GB,NO POSITIVOS,3387,0.0812834481269049
38,38035,GRAL15n,GB,OTROS,1195,0.028678394009935444
38,38035,GRAL15n,GB,PERON,15424,0.3701552713048069
38,38035,GRAL15n,GB,PRO,21598,0.5183229739134608
38,38035,GRAL15n,MN,IZQUIERDA,687,0.016878777455653284
38,38035,GRAL15n,MN,MASSA,14552,0.3575254287258611
38,38035,GRAL15n,MN,NO POSITIVOS,7097,0.17436489607390301
38,38035,GRAL15n,MN,OTROS,124,0.003046533339885018
38,38035,GRAL15n,MN,PERON,13725,0.3372070168542086
38,38035,GRAL15n,MN,PRO,4354,0.10697263033757555
38,38035,GRAL15n,MN,PROVINCIAL,163,0.004004717212913371
38,38035,GRAL15n,MP,IZQUIERDA,667,0.016008640345613823
38,38035,GRAL15n,MP,NO POSITIVOS,6562,0.1574942997719909
38,38035,GRAL15n,MP,PERON,14527,0.34866194647785914
38,38035,GRAL15n,MP,PRO,19909,0.47783511340453616
38,38035,GRAL15n,PR,IZQUIERDA,631,0.014826127819548873
38,38035,GRAL15n,PR,MASSA,17522,0.4117011278195489
38,38035,GRAL15n,PR,NO POSITIVOS,1951,0.045841165413533835
38,38035,GRAL15n,PR,OTROS,141,0.00331296992481203
38,38035,GRAL15n,PR,PERON,17052,0.4006578947368421
38,38035,GRAL15n,PR,PRO,5085,0.11947838345864661
38,38035,GRAL15n,PR,PROVINCIAL,178,0.004182330827067669
38,38035,GRAL17c,DN,NO POSITIVOS,10,1.0
38,38035,GRAL17c,DP,NO POSITIVOS,10,1.0
38,38035,GRAL17c,SN,NO POSITIVOS,10,1.0
38,38035,GRAL17n,DN,IZQUIERDA,5594,0.1354709030586298
38,38035,GRAL17n,DN,MASSA,4186,0.10137311408713341
38,38035,GRAL17n,DN,NO POSITIVOS,7559,0.18305766110478774
38,38035,GRAL17n,DN,OTROS,437,0.010582907514590852
38,38035,GRAL17n,DN,PERON,3819,0.09248540914925048
38,38035,GRAL17n,DN,PRO,19698,0.4770300050856077
38,38035,GRAL17n,DP,IZQUIERDA,8414,0.09781901041666667
38,38035,GRAL17n,DP,MASSA,465,0.005405970982142857
38,38035,GRAL17n,DP,NO POSITIVOS,7689,0.08939034598214286
38,38035,GRAL17n,DP,OTROS,30699,0.35689871651785715
38,38035,GRAL17n,DP,PERON,19898,0.2313290550595238
38,38035,GRAL17n,DP,PRO,18745,0.21792457217261904
38,38035,GRAL17n,DP,PROVINCIAL,106,0.001232328869047619
38,38035,GRAL17n,SN,IZQUIERDA,5396,0.12987075501215434
38,38035,GRAL17n,SN,MASSA,4213,0.10139834893739921
38,38035,GRAL17n,SN,NO POSITIVOS,7320,0.17617752533153627
38,38035,GRAL17n,SN,OTROS,448,0.010782449637777082
38,38035,GRAL17n,SN,PERON,4054,0.09757154203470601
38,38035,GRAL17n,SN,PRO,20118,0.4841993790464271
38,38035,GRAL19n,DN,IZQUIERDA,1521,0.028891632633678412
38,38035,GRAL19n,DN,NO POSITIVOS,3634,0.06902839775857156
38,38035,GRAL19n,DN,OTROS,2502,0.0475258809003704
38,38035,GRAL19n,DN,PERON,26807,0.509203153195935
38,38035,GRAL19n,DN,PRO,18181,0.3453509355114446
38,38035,GRAL19n,PR,IZQUIERDA,971,0.018338747450328624
38,38035,GRAL19n,PR,NO POSITIVOS,1104,0.020850645916748508
38,38035,GRAL19n,PR,OTROS,4068,0.07683009745410592
38,38035,GRAL19n,PR,PERON,29104,0.5496713756893556
38,38035,GRAL19n,PR,PRO,17701,0.33430913348946134
38,38035,PASO11n,DN,IZQUIERDA,473,0.034956765944867345
38,38035,PASO11n,DN,NO POSITIVOS,2349,0.17360135984036656
38,38035,PASO11n,DN,OTROS,3952,0.29207006134062524
38,38035,PASO11n,DN,PERON,6757,0.49937181287414084
38,38035,PASO11n,PR,IZQUIERDA,442,0.026220561191196534
38,38035,PASO11n,PR,NO POSITIVOS,689,0.04087322773921813
38,38035,PASO11n,PR,OTROS,1118,0.066322595954203
38,38035,PASO11n,PR,PERON,10535,0.6249629234146052
38,38035,PASO11n,PR,PROVINCIAL,915,0.054280121017974726
38,38035,PASO11n,PR,SOCIALISTA,665,0.039449486860058135
38,38035,PASO11n,PR,UCR,2493,0.14789108382274427
38,38035,PASO11n,SN,IZQUIERDA,471,0.03614457831325301
38,38035,PASO11n,SN,NO POSITIVOS,1639,0.12577699332361292
38,38035,PASO11n,SN,OTROS,4056,0.3112577699332361
38,38035,PASO11n,SN,PERON,6865,0.5268206584298979
38,38035,PASO13n,DN,NO POSITIVOS,3425,1.0
38,38035,PASO15n,DN,IZQUIERDA,1262,0.029099126103899097
38,38035,PASO15n,DN,NO POSITIVOS,3920,0.09038714289008278
38,38035,PASO15n,DN,OTROS,819,0.01888445663953515
38,38035,PASO15n,DN,PERON,19189,0.4424588992137241
38,38035,PASO15n,DN,PRO,18179,0.4191703751527589
38,38035,PASO15n,MN,IZQUIERDA,1300,0.030119086233260737
38,38035,PASO15n,MN,MASSA,10836,0.2510541680181641
38,38035,PASO15n,MN,NO POSITIVOS,3818,0.08845743941429962
38,38035,PASO15n,MN,OTROS,819,0.018975024326954266
38,38035,PASO15n,MN,PERON,18815,0.43591585190676985
38,38035,PASO15n,MN,PRO,7200,0.166813400676521
38,38035,PASO15n,MN,PROVINCIAL,374,0.008665029424030397
38,38035,PASO15n,MP,IZQUIERDA,1171,0.027357895474616267
38,38035,PASO15n,MP,NO POSITIVOS,3823,0.08931616942737658
38,38035,PASO15n,MP,OTROS,732,0.017101605027684975
38,38035,PASO15n,MP,PERON,18907,0.4417213746699998
38,38035,PASO15n,MP,PRO,18170,0.4245029554003224
38,38035,PASO15n,PR,IZQUIERDA,1246,0.02754260704259599
38,38035,PASO15n,PR,MASSA,12704,0.28081964676495946
38,38035,PASO15n,PR,NO POSITIVOS,1692,0.03740135723601318
38,38035,PASO15n,PR,OTROS,889,0.01965118592364995
38,38035,PASO15n,PR,PERON,20835,0.46055394681580053
38,38035,PASO15n,PR,PRO,7450,0.16468091690797762
38,38035,PASO15n,PR,PROVINCIAL,423,0.009350339309003294
38,38035,PASO17c,DN,NO POSITIVOS,0,
38,38035,PASO17n,DN,IZQUIERDA,3596,0.07967032967032966
38,38035,PASO17n,DN,MASSA,7094,0.15716944345976605
38,38035,PASO17n,DN,NO POSITIVOS,2130,0.04719071251329316
38,38035,PASO17n,DN,OTROS,3218,0.07129563984402694
38,38035,PASO17n,DN,PERON,14702,0.3257266926621765
38,38035,PASO17n,DN,PRO,14113,0.31267724211272596
38,38035,PASO17n,DN,PROVINCIAL,283,0.006269939737681673
38,38035,PASO17n,SN,IZQUIERDA,3495,0.07692138392464125
38,38035,PASO17n,SN,MASSA,7192,0.15828858174135046
38,38035,PASO17n,SN,NO POSITIVOS,2117,0.04659300994805881
38,38035,PASO17n,SN,OTROS,3267,0.07190333656131702
38,38035,PASO17n,SN,PERON,14831,0.3264151773923761
38,38035,PASO17n,SN,PRO,14254,0.3137159961264196
38,38035,PASO17n,SN,PROVINCIAL,280,0.006162514305836781
38,38035,PASO19c,DN,NO POSITIVOS,9,1.0
38,38035,PASO19c,PR,NO POSITIVOS,10,1.0
38,38035,PASO19n,DN,IZQUIERDA,1598,0.03934216357280024
38,38035,PASO19n,DN,NO POSITIVOS,4154,0.10226992958786744
38,38035,PASO19n,DN,OTROS,3086,0.07597616820129006
38,38035,PASO19n,DN,PERON,22047,0.5427889113201044
38,38035,PASO19n,DN,PRO,9733,0.23962282731793785
38,38035,PASO19n,PR,IZQUIERDA,1421,0.03412829934913659
38,38035,PASO19n,PR,NO POSITIVOS,1506,0.036169752864039194
38,38035,PASO19n,PR,OTROS,5105,0.12260729639503326
38,38035,PASO19n,PR,PERON,23632,0.5675721113432765
38,38035,PASO19n,PR,PRO,9973,0.23952254004851453
38,38035,PASO21c,DN,NO POSITIVOS,0,
38,38035,PASO21n,DN,IZQUIERDA,6992,0.17034961627482031
38,38035,PASO21n,DN,NO POSITIVOS,2075,0.05055426970398343
38,38035,PASO21n,DN,PERON,13360,0.3254964063832379
38,38035,PASO21n,DN,PRO,18618,0.4535997076379583
38,38042,BLTG15n,PR,NO POSITIVOS,540,0.015985790408525755
38,38042,BLTG15n,PR,PERON,14221,0.4209887507400829
38,38042,BLTG15n,PR,PRO,19019,0.5630254588513913
38,38042,GRAL11n,DN,IZQUIERDA,578,0.02241178751454052
38,38042,GRAL11n,DN,NO POSITIVOS,4446,0.17239240015509888
38,38042,GRAL11n,DN,OTROS,1071,0.04152772392400155
38,38042,GRAL11n,DN,PERON,13712,0.5316789453276464
38,38042,GRAL11n,DN,SOCIALISTA,745,0.02888716556804963
38,38042,GRAL11n,DN,UCR,5238,0.20310197751066306
38,38042,GRAL11n,DP,IZQUIERDA,773,0.030118838885641926
38,38042,GRAL11n,DP,NO POSITIVOS,5029,0.19594778881745567
38,38042,GRAL11n,DP,OTROS,912,0.035534774985388665
38,38042,GRAL11n,DP,PERON,13757,0.5360218195986752
38,38042,GRAL11n,DP,SOCIALISTA,745,0.02902785895187999
38,38042,GRAL11n,DP,UCR,4449,0.1733489187609585
38,38042,GRAL11n,GB,IZQUIERDA,686,0.026241297528880728
38,38042,GRAL11n,GB,NO POSITIVOS,3548,0.13572029684033357
38,38042,GRAL11n,GB,OTROS,670,0.025629255604008874
38,38042,GRAL11n,GB,PERON,15501,0.5929538673399127
38,38042,GRAL11n,GB,SOCIALISTA,582,0.02226302501721368
38,38042,GRAL11n,GB,UCR,5155,0.19719225766965037
38,38042,GRAL11n,PR,IZQUIERDA,561,0.020665266880318268
38,38042,GRAL11n,PR,NO POSITIVOS,1939,0.07142594025122481
38,38042,GRAL11n,PR,OTROS,742,0.027332670276641987
38,38042,GRAL11n,PR,PERON,16920,0.6232732898662836
38,38042,GRAL11n,PR,PROVINCIAL,826,0.030426934836261833
38,38042,GRAL11n,PR,SOCIALISTA,1998,0.07359929273952923
38,38042,GRAL11n,PR,UCR,4161,0.1532766051497403
38,38042,GRAL11n,SN,IZQUIERDA,530,0.020113088687336345
38,38042,GRAL11n,SN,NO POSITIVOS,3502,0.13289818223217334
38,38042,GRAL11n,SN,OTROS,993,0.03768357937080187
38,38042,GRAL11n,SN,PERON,14145,0.5367917726082502
38,38042,GRAL11n,SN,SOCIALISTA,725,0.027513187355318585
38,38042,GRAL11n,SN,UCR,6456,0.2450001897461197
38,38042,GRAL13n,DN,IZQUIERDA,3096,0.09776430466085638
38,38042,GRAL13n,DN,NO POSITIVOS,4517,0.14263609953265124
38,38042,GRAL13n,DN,OTROS,13695,0.43245547555892383
38,38042,GRAL13n,DN,PERON,10360,0.3271441202475685
38,38042,GRAL15n,DN,IZQUIERDA,1785,0.05357625236365819
38,38042,GRAL15n,DN,NO POSITIVOS,7148,0.21454512711228502
38,38042,GRAL15n,DN,PERON,8302,0.24918209922862203
38,38042,GRAL15n,DN,PRO,16082,0.4826965212954348
38,38042,GRAL15n,DP,IZQUIERDA,217,0.006524353577871317
38,38042,GRAL15n,DP,NO POSITIVOS,7368,0.22152736019242333
38,38042,GRAL15n,DP,OTROS,11392,0.34251352976548405
38,38042,GRAL15n,DP,PERON,6670,0.2005411906193626
38,38042,GRAL15n,DP,UCR,7613,0.22889356584485868
38,38042,GRAL15n,GB,IZQUIERDA,173,0.005136732088244901
38,38042,GRAL15n,GB,NO POSITIVOS,3021,0.08969981293981413
38,38042,GRAL15n,GB,OTROS,1539,0.04569613112028267
38,38042,GRAL15n,GB,PERON,9030,0.2681195997505864
38,38042,GRAL15n,GB,PRO,19916,0.5913477241010718
38,38042,GRAL15n,MN,IZQUIERDA,1216,0.03634190077704722
38,38042,GRAL15n,MN,MASSA,12488,0.3732217573221757
38,38042,GRAL15n,MN,NO POSITIVOS,7227,0.21598924088463836
38,38042,GRAL15n,MN,OTROS,212,0.006335923490735206
38,38042,GRAL15n,MN,PERON,7554,0.22576210400478183
38,38042,GRAL15n,MN,PRO,4623,0.1381649731022116
38,38042,GRAL15n,MN,PROVINCIAL,140,0.0041841004184100415
38,38042,GRAL15n,MP,IZQUIERDA,1236,0.03707258548290342
38,38042,GRAL15n,MP,NO POSITIVOS,5961,0.17879424115176965
38,38042,GRAL15n,MP,PERON,8012,0.24031193761247752
38,38042,GRAL15n,MP,PRO,18131,0.5438212357528495
38,38042,GRAL15n,PR,IZQUIERDA,892,0.026546828963423707
38,38042,GRAL15n,PR,MASSA,15484,0.4608196184637362
38,38042,GRAL15n,PR,NO POSITIVOS,1675,0.04984970685396268
38,38042,GRAL15n,PR,OTROS,243,0.00723192762120175
38,38042,GRAL15n,PR,PERON,9949,0.2960923782030297
38,38042,GRAL15n,PR,PRO,5248,0.15618582780274395
38,38042,GRAL15n,PR,PROVINCIAL,110,0.0032737120919020266
38,38042,GRAL17c,DN,NO POSITIVOS,1,1.0
38,38042,GRAL17c,DP,NO POSITIVOS,1,1.0
38,38042,GRAL17c,SN,NO POSITIVOS,1,1.0
38,38042,GRAL17n,DN,IZQUIERDA,5310,0.16403571097587347
38,38042,GRAL17n,DN,MASSA,2134,0.06592320286676347
38,38042,GRAL17n,DN,NO POSITIVOS,6487,0.20039541564981
38,38042,GRAL17n,DN,OTROS,507,0.015662166754193567
38,38042,GRAL17n,DN,PERON,4351,0.13441042908776374
38,38042,GRAL17n,DN,PRO,13582,0.41957307466559574
38,38042,GRAL17n,DP,IZQUIERDA,8038,0.12449855180211576
38,38042,GRAL17n,DP,MASSA,408,0.006319408949398263
38,38042,GRAL17n,DP,NO POSITIVOS,8178,0.12666697644161518
38,38042,GRAL17n,DP,OTROS,22772,0.352709756362003
38,38042,GRAL17n,DP,PERON,13265,0.2054582345925685
38,38042,GRAL17n,DP,PRO,11772,0.18233353468704985
38,38042,GRAL17n,DP,PROVINCIAL,130,0.002013537165249446
38,38042,GRAL17n,SN,IZQUIERDA,4744,0.14585254873024658
38,38042,GRAL17n,SN,MASSA,2140,0.0657935190309291
38,38042,GRAL17n,SN,NO POSITIVOS,6179,0.1899711000430425
38,38042,GRAL17n,SN,OTROS,562,0.017278484904384186
38,38042,GRAL17n,SN,PERON,4649,0.1429318083994343
38,38042,GRAL17n,SN,PRO,14252,0.43817253889196334
38,38042,GRAL19n,DN,IZQUIERDA,1667,0.04566497740035612
38,38042,GRAL19n,DN,NO POSITIVOS,3583,0.09815093822764005
38,38042,GRAL19n,DN,OTROS,2975,0.08149568552253116
38,38042,GRAL19n,DN,PERON,14441,0.3955896452540748
38,38042,GRAL19n,DN,PRO,13839,0.3790987535953979
38,38042,GRAL19n,PR,IZQUIERDA,921,0.025117268462964984
38,38042,GRAL19n,PR,NO POSITIVOS,657,0.017917530271626486
